title,date,words,categories,flags,intent_hits,has_faq,has_table,has_cta,url
MCA notifies Companies Third Amendment,2022-08-22,1062,Corporate Law,above_1000_but_outdated; missing_AEO_GEO_structure; missing_comparison_checklist_penalty_framing; weak_conversion_CTA; not_aligned_to_founder_compliance_intent,,False,False,False,https://legalsuvidha.com/mca-notifies-companies-incorporation-third-amendment-rules-2022/
Refund of Tax Deducted,2022-08-23,639,Income Tax,missing_AEO_GEO_structure; weak_conversion_CTA; not_aligned_to_founder_compliance_intent,,False,False,False,https://legalsuvidha.com/how-to-get-refund-of-tax-deducted-under-section-195/
CBDT Amends Rule 17CB,2022-08-24,281,Income Tax,missing_AEO_GEO_structure; missing_comparison_checklist_penalty_framing; weak_conversion_CTA,trust,False,False,False,https://legalsuvidha.com/cbdt-amends-rule-17cb-to-replace-the-words-trust-or-institution-with-specified-person/
Shops and Establishment Registration,2022-08-25,942,Corporate Law,missing_AEO_GEO_structure; weak_conversion_CTA; not_aligned_to_founder_compliance_intent,,False,False,False,https://legalsuvidha.com/everything-about-shops-and-establishment-registration/
Professional Tax,2022-08-25,504,GST,missing_AEO_GEO_structure; weak_conversion_CTA; not_aligned_to_founder_compliance_intent,,False,False,False,https://legalsuvidha.com/professional-tax-meaning-rate-compliance/
Barter Exchange under GST,2022-08-26,1167,GST,above_1000_but_outdated; missing_AEO_GEO_structure; weak_conversion_CTA,gst,False,False,False,https://legalsuvidha.com/how-is-barter-and-exchange-taxable-under-gst/
Equalisation levy,2022-08-30,512,Income Tax,missing_AEO_GEO_structure; weak_conversion_CTA; not_aligned_to_founder_compliance_intent,,False,False,False,https://legalsuvidha.com/everything-about-equalisation-levy/
Guidelines to protect interest of borrowers,2022-09-01,1150,Other,above_1000_but_outdated; broad_generic; missing_AEO_GEO_structure; weak_conversion_CTA; not_aligned_to_founder_compliance_intent,,False,False,False,https://legalsuvidha.com/rbi-issues-new-digital-lending-guidelines-to-protect-the-interest-of-borrowers/
Changes in Table 4 of GSTR-3B,2022-09-05,857,GST,missing_AEO_GEO_structure; missing_comparison_checklist_penalty_framing; weak_conversion_CTA,gst,False,False,False,https://legalsuvidha.com/gstn-changes-in-table-4-of-gstr-3b-related-to-claim-of-itc/
Start-up Certificate,2022-09-05,710,Corporate Law,missing_AEO_GEO_structure; weak_conversion_CTA; not_aligned_to_founder_compliance_intent,,False,False,False,https://legalsuvidha.com/how-to-obtain-start-up-certificate/
Conversion of Loan into Equity,2022-09-06,622,Corporate Law,missing_AEO_GEO_structure; weak_conversion_CTA; not_aligned_to_founder_compliance_intent,,False,False,False,https://legalsuvidha.com/conversion-of-loan-into-equity-under-companies-act-2013/
Customs Duty on imported goods,2022-09-07,972,Other,missing_AEO_GEO_structure; missing_comparison_checklist_penalty_framing; weak_conversion_CTA,applicability,False,False,False,https://legalsuvidha.com/customs-duty-applicability-on-imported-goods-as-per-section-12/
Generation of  E-WAY BILL,2022-09-07,775,GST,missing_AEO_GEO_structure; missing_comparison_checklist_penalty_framing; weak_conversion_CTA; not_aligned_to_founder_compliance_intent,,False,False,False,https://legalsuvidha.com/e-way-bill-transporters-using-common-enrollment-number-for-generation-of-e-way-bill/
Cryptocurrency and its Taxation,2022-09-09,1041,Income Tax,above_1000_but_outdated; missing_AEO_GEO_structure; weak_conversion_CTA; not_aligned_to_founder_compliance_intent,,False,False,False,https://legalsuvidha.com/everything-about-cryptocurrency-and-its-taxation/
Amendments of Section 44AB,2022-09-12,957,Income Tax,missing_AEO_GEO_structure; weak_conversion_CTA; not_aligned_to_founder_compliance_intent,,False,False,False,https://legalsuvidha.com/recent-amendments-of-section-44ab-under-income-tax-act/
Cancellation of Trademark Registration,2022-09-13,673,Corporate Law,missing_AEO_GEO_structure; weak_conversion_CTA,trademark,False,False,False,https://legalsuvidha.com/cancellation-of-trademark-registration-in-india/
Amendment in Registration of charges,2022-09-14,450,Corporate Law,missing_AEO_GEO_structure; missing_comparison_checklist_penalty_framing; weak_conversion_CTA; not_aligned_to_founder_compliance_intent,,False,False,False,https://legalsuvidha.com/recent-amendment-in-registration-of-charges-under-companies-act-2013/
Extension of Annual General Meeting,2022-09-15,1141,Corporate Law,above_1000_but_outdated; missing_AEO_GEO_structure; weak_conversion_CTA; not_aligned_to_founder_compliance_intent,,False,False,False,https://legalsuvidha.com/extension-of-annual-general-meeting/
Issuance of Duplicate Share Certificate,2022-09-15,682,Corporate Law,missing_AEO_GEO_structure; missing_comparison_checklist_penalty_framing; weak_conversion_CTA; not_aligned_to_founder_compliance_intent,,False,False,False,https://legalsuvidha.com/issuance-of-duplicate-share-certificate-in-india/
Revised DPT-3 Form for ED,2022-09-19,600,Corporate Law,missing_AEO_GEO_structure; weak_conversion_CTA,dpt-3,False,False,False,https://legalsuvidha.com/revised-dpt-3-form-for-exempted-deposits/
Amendment of Section 44ADA,2022-09-20,564,Income Tax,missing_AEO_GEO_structure; missing_comparison_checklist_penalty_framing; weak_conversion_CTA; not_aligned_to_founder_compliance_intent,,False,False,False,https://legalsuvidha.com/recent-amendment-of-section-44ada-under-income-tax-act/
Verification of Registered Office,2022-09-21,613,Corporate Law,missing_AEO_GEO_structure; missing_comparison_checklist_penalty_framing; weak_conversion_CTA; not_aligned_to_founder_compliance_intent,,False,False,False,https://legalsuvidha.com/physical-verification-of-registered-office-of-company/
DUE DILIGENCE,2022-09-22,1114,Corporate Law,above_1000_but_outdated; missing_AEO_GEO_structure; weak_conversion_CTA; not_aligned_to_founder_compliance_intent,,False,False,False,https://legalsuvidha.com/know-everything-about-due-diligence/
Appointing a CS in Company,2022-09-22,833,Corporate Law,missing_AEO_GEO_structure; weak_conversion_CTA; not_aligned_to_founder_compliance_intent,,False,False,False,https://legalsuvidha.com/importance-of-appointing-a-company-secretary-in-a-company/
CSR Policy Amendment Rules,2022-09-26,658,Corporate Law,missing_AEO_GEO_structure; weak_conversion_CTA; not_aligned_to_founder_compliance_intent,,False,False,False,https://legalsuvidha.com/companies-csr-policy-amendment-rules2022/
Taxation of MSME Under IT Act,2022-09-27,953,Income Tax,missing_AEO_GEO_structure; weak_conversion_CTA,msme,False,False,False,https://legalsuvidha.com/taxation-of-msme-under-income-tax-act1961/
Start-up India Seed Fund Scheme,2022-09-28,687,Corporate Law,missing_AEO_GEO_structure; weak_conversion_CTA; not_aligned_to_founder_compliance_intent,,False,False,False,https://legalsuvidha.com/know-everything-about-start-up-india-seed-fund-scheme/
Compliance Calendar of October 2022,2022-10-04,372,Income Tax,missing_AEO_GEO_structure; weak_conversion_CTA; not_aligned_to_founder_compliance_intent,,False,False,False,https://legalsuvidha.com/compliance-calendar-for-the-month-of-october-2022/
Credit Guarantee for Startups,2022-10-08,510,Start-up,missing_AEO_GEO_structure; weak_conversion_CTA; not_aligned_to_founder_compliance_intent,,False,False,False,https://legalsuvidha.com/government-notifies-credit-guarantee-for-startups/
Checklist of GSTR-9/9A & 9C,2022-10-08,1631,GST,above_1000_but_outdated; missing_AEO_GEO_structure; weak_conversion_CTA,"checklist, gst",False,False,False,https://legalsuvidha.com/checklist-of-gstr-9-9a-and-gstr-9c/
Overseas Citizen of India,2022-10-08,458,Other,missing_AEO_GEO_structure; weak_conversion_CTA; not_aligned_to_founder_compliance_intent,,False,False,False,https://legalsuvidha.com/everything-about-overseas-citizen-of-india/
Export Market Promotion Scheme,2022-10-09,817,Other,missing_AEO_GEO_structure; weak_conversion_CTA; not_aligned_to_founder_compliance_intent,,False,False,False,https://legalsuvidha.com/everything-about-export-market-promotion-scheme-emp/
Domestic Market Promotion,2022-10-10,688,Start-up,missing_AEO_GEO_structure; missing_comparison_checklist_penalty_framing; weak_conversion_CTA; not_aligned_to_founder_compliance_intent,,False,False,False,https://legalsuvidha.com/know-everything-about-domestic-market-promotion/
Cryptocurrency Taxable under GST,2022-10-11,648,GST,missing_AEO_GEO_structure; weak_conversion_CTA,gst,False,False,False,https://legalsuvidha.com/how-is-cryptocurrency-taxable-under-gst/
Mandatory E-Invoices with turnover 5 Crore,2022-10-14,584,GST,missing_AEO_GEO_structure; weak_conversion_CTA; not_aligned_to_founder_compliance_intent,,False,False,False,https://legalsuvidha.com/e-invoices-are-mandatory-for-business-with-a-turnover-of-rs-5-crore/
CORPORATE SOCIAL RESPONSIBILITY,2022-10-17,1067,Corporate Law,above_1000_but_outdated; missing_AEO_GEO_structure; weak_conversion_CTA; not_aligned_to_founder_compliance_intent,,False,False,False,https://legalsuvidha.com/everything-about-corportae-social-responsibilitycsr/
Foreign Bank and Financial Accounts,2022-10-21,460,Corporate Law,missing_AEO_GEO_structure; weak_conversion_CTA; not_aligned_to_founder_compliance_intent,,False,False,False,https://legalsuvidha.com/everything-about-foreign-bank-and-financial/
Application for Closure of Defunct LLP,2022-10-21,800,Corporate Law,missing_AEO_GEO_structure; weak_conversion_CTA,llp,False,False,False,https://legalsuvidha.com/application-for-closure-of-defunct-llp/
Free Tools For Generating E-Invoices,2022-10-22,1203,GST,above_1000_but_outdated; missing_AEO_GEO_structure; weak_conversion_CTA; not_aligned_to_founder_compliance_intent,,False,False,False,https://legalsuvidha.com/free-tools-for-generating-e-invoices-for-small-taxpayers/
Mandatory Reporting of HSN Code,2022-10-22,398,GST,missing_AEO_GEO_structure; missing_comparison_checklist_penalty_framing; weak_conversion_CTA,gst,False,False,False,https://legalsuvidha.com/mandatory-reporting-of-4-digit-hsn-code-in-gstr-1/
Startup India Scheme,2022-10-23,1204,Start-up,above_1000_but_outdated; missing_AEO_GEO_structure; weak_conversion_CTA,startup india,False,False,False,https://legalsuvidha.com/startup-india-scheme-definition-eligibility-tax-exemption/
Double Taxation Avoidance Agreement,2022-10-25,1084,Income Tax,above_1000_but_outdated; missing_AEO_GEO_structure; weak_conversion_CTA; not_aligned_to_founder_compliance_intent,,False,False,False,https://legalsuvidha.com/double-taxation-avoidance-agreementdtaa-definition-types-and-benefits/
Unicorn Startup,2022-10-25,415,Start-up,missing_AEO_GEO_structure; missing_comparison_checklist_penalty_framing; weak_conversion_CTA; not_aligned_to_founder_compliance_intent,,False,False,False,https://legalsuvidha.com/how-to-be-a-unicorn-startup/
Karnataka Professional Tax,2022-11-01,899,Income Tax,missing_AEO_GEO_structure; weak_conversion_CTA; not_aligned_to_founder_compliance_intent,,False,False,False,https://legalsuvidha.com/everything-about-karnataka-professional-tax/
CBDT Condones Delay in Form 10A,2022-11-01,554,Income Tax,missing_AEO_GEO_structure; missing_comparison_checklist_penalty_framing; weak_conversion_CTA; not_aligned_to_founder_compliance_intent,,False,False,False,https://legalsuvidha.com/cbdt-condones-delay-in-filing-form-10a-till-25th-november-2022/
Public Liability Insurance Act,2022-11-02,1321,Corporate Law,above_1000_but_outdated; missing_AEO_GEO_structure; weak_conversion_CTA; not_aligned_to_founder_compliance_intent,,False,False,False,https://legalsuvidha.com/everything-about-public-liability-insurance-act/
Due Date of Annual Forms,2022-11-05,406,Start-up,missing_AEO_GEO_structure; weak_conversion_CTA,due date,False,False,False,https://legalsuvidha.com/due-date-of-annual-forms/
Filing of GSTR-9 for FY 2021-2022,2022-11-07,648,GST,missing_AEO_GEO_structure; weak_conversion_CTA,gst,False,False,False,https://legalsuvidha.com/filing-of-gstr-9-for-the-financial-year-2021-2022/
Compliance Calendar,2022-11-09,1272,Corporate Law,above_1000_but_outdated; missing_AEO_GEO_structure; weak_conversion_CTA; not_aligned_to_founder_compliance_intent,,False,False,False,https://legalsuvidha.com/compliance-calendar-for-the-month-november-2022/
TDS Return,2022-11-12,967,Income Tax,missing_AEO_GEO_structure; missing_comparison_checklist_penalty_framing; weak_conversion_CTA; not_aligned_to_founder_compliance_intent,,False,False,False,https://legalsuvidha.com/tds-return-and-their-types-of-corrections/
Adjustments in GST forms,2022-11-13,920,GST,missing_AEO_GEO_structure; missing_comparison_checklist_penalty_framing; weak_conversion_CTA,gst,False,False,False,https://legalsuvidha.com/last-chance-to-make-adjustments-of-gst-forms-for-the-f-y-2021-22/
Rule132 under Income tax,2022-11-13,699,Income Tax,missing_AEO_GEO_structure; weak_conversion_CTA; not_aligned_to_founder_compliance_intent,,False,False,False,https://legalsuvidha.com/rule-132-under-income-tax-and-their-importance/
Section 194N under IT Act,2022-11-14,633,Income Tax,missing_AEO_GEO_structure; weak_conversion_CTA; not_aligned_to_founder_compliance_intent,,False,False,False,https://legalsuvidha.com/section-194n-under-income-tax-act/
Returns for E-Commerce Seller,2022-11-15,1219,GST,above_1000_but_outdated; missing_AEO_GEO_structure; weak_conversion_CTA,gst,False,False,False,https://legalsuvidha.com/gst-returns-for-e-commerce-operators-and-seller/
Common ITR Form issued by CBDT,2022-11-18,485,Income Tax,missing_AEO_GEO_structure; missing_comparison_checklist_penalty_framing; weak_conversion_CTA; not_aligned_to_founder_compliance_intent,,False,False,False,https://legalsuvidha.com/everything-about-draft-common-itr-form-issued-by-cbdt/
Reverse Charge Mechanism,2022-11-19,1241,GST,above_1000_but_outdated; missing_AEO_GEO_structure; weak_conversion_CTA; not_aligned_to_founder_compliance_intent,,False,False,False,https://legalsuvidha.com/a-detailed-analysis-on-reverse-charge-mechanism/
Claim of ITC in GSTR-9,2022-11-19,606,GST,missing_AEO_GEO_structure; weak_conversion_CTA,gst,False,False,False,https://legalsuvidha.com/claiming-of-input-tax-credit-itc-in-gstr-9-by-30th-november-2022/
OIDAR Services,2022-11-20,1022,GST,above_1000_but_outdated; missing_AEO_GEO_structure; weak_conversion_CTA; not_aligned_to_founder_compliance_intent,,False,False,False,https://legalsuvidha.com/filing-for-registration-by-provider-of-oidar-services/
Farmer Producer Company,2022-11-21,1241,Corporate Law,above_1000_but_outdated; missing_AEO_GEO_structure; weak_conversion_CTA; not_aligned_to_founder_compliance_intent,,False,False,False,https://legalsuvidha.com/incorporation-of-farmer-producer-company-and-their-benefits/
Casual Taxable Person under GST,2022-11-21,628,GST,missing_AEO_GEO_structure; missing_comparison_checklist_penalty_framing; weak_conversion_CTA,gst,False,False,False,https://legalsuvidha.com/who-is-an-casual-taxable-person-under-gst/
Export Promotion Capital Goods,2022-11-22,572,Other,missing_AEO_GEO_structure; weak_conversion_CTA; not_aligned_to_founder_compliance_intent,,False,False,False,https://legalsuvidha.com/all-about-export-promotion-capital-goods-scheme-epcg/
Companies Registered Valuer,2022-11-24,971,Corporate Law,missing_AEO_GEO_structure; weak_conversion_CTA; not_aligned_to_founder_compliance_intent,,False,False,False,https://legalsuvidha.com/mca-notifies-amendment-rules-of-companies-registered-valuer/
Margin Scheme under GST,2022-11-26,593,GST,missing_AEO_GEO_structure; weak_conversion_CTA,gst,False,False,False,https://legalsuvidha.com/everything-about-margin-scheme-under-gst/
Job Work Under GST,2022-12-05,1015,GST,above_1000_but_outdated; missing_AEO_GEO_structure; missing_comparison_checklist_penalty_framing; weak_conversion_CTA,gst,False,False,False,https://legalsuvidha.com/everything-about-job-work-under-gst/
